song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP5300,Skill reveal.,James Pearson,Bit might.,Pop,2015-11-21,266.0,58,62131554,English,No,Warner Music,Melissa Tate DDS,Michael Berry,Danielle Mccoy DVM
SP5301,Under everyone science.,Lauren Ortega,Others chair.,Hip-Hop,2015-11-11,214.0,35,77231208,English,No,Atlantic Records,Joshua Moore,Charles Bass,
SP5302,Can.,John Long,Whose office.,Pop,2004-12-04,226.0,25,64011989,English,Yes,Atlantic Records,Joel Thomas,Richard Wilson,Michael Gonzalez
SP5303,Certainly deal production.,Ryan Sexton,How cultural.,Pop,1996-04-23,227.0,12,74579019,English,No,Def Jam,Joshua Woods,Barbara Johnston,
SP5304,Test baby.,Michael Smith,Generation box.,Electronic,2006-07-11,169.0,22,78349290,English,Yes,Indie,Dr. Denise Quinn,David Ross,
SP5305,Music star guess.,Roy Knox,Risk check.,Country,2021-04-19,,97,19795791,,Yes,Sony Music,Miranda Robbins,William Solomon,
SP5306,Game.,Thomas Ramirez,In.,Pop,1999-03-14,186.0,1,99045462,English,No,Warner Music,Michael White,Jennifer Garcia,
SP5307,Cost most direction.,Kimberly Patel,Necessary least.,Country,2014-01-07,296.0,9,96099385,English,No,Atlantic Records,Samuel Johnson,Miranda Frye,
SP5308,Challenge challenge nearly.,Regina Bell,Our.,Country,1995-10-13,190.0,21,82552475,Spanish,No,Atlantic Records,Jean Martin,Tina Gardner,
SP5309,Answer reduce subject.,Eric Rodriguez DDS,Admit open.,Pop,2021-06-14,173.0,49,54171988,Spanish,No,Indie,Amanda Thomas,Amy Hernandez DDS,Alan Morgan
SP5310,Usually question.,Aaron Williams,Until.,Hip-Hop,2006-11-04,284.0,94,67623548,English,Yes,Def Jam,Shannon Kirby,Lance Best,
SP5311,Reason clear smile think.,Valerie Downs,Tonight away.,Jazz,2013-08-18,159.0,98,68428664,English,Yes,Atlantic Records,Albert Butler,Angela Craig,
SP5312,Field father.,Brandi Porter,Information.,Classical,2009-05-01,267.0,36,34367289,English,Yes,Sony Music,Philip Baker,Brian Gill,
SP5313,Instead southern.,Christopher Rodriguez,Or memory.,Pop,2020-07-18,295.0,82,18081583,,No,Sony Music,Samuel Farmer,Preston Lambert,
SP5314,Since stuff white.,Lauren Maldonado DDS,Will foot.,Pop,1996-02-09,243.0,59,36669174,Korean,Yes,Warner Music,Lisa Baldwin,Kevin Snyder,Sarah Pratt
SP5315,Space how run.,Nicole Cox,Business.,Electronic,2011-03-27,263.0,16,78378923,English,No,Warner Music,Kelly Mooney,Shane Martinez Jr.,Kelly Jimenez
SP5316,Seek catch.,Jessica Bradford,Lose.,Jazz,2018-09-25,268.0,93,25163997,English,Yes,Warner Music,Scott Morrison,David Martinez,
SP5317,Others challenge series.,Andrew Price,Family.,Pop,2002-10-17,235.0,44,58573709,English,Yes,Warner Music,Robin Johnson,William Murphy,
SP5318,Learn the.,Lisa Grant,Manager.,Hip-Hop,2017-10-29,257.0,51,65832727,English,No,Indie,Donald Nguyen,Mr. Derek Thompson,
SP5319,Husband Congress.,Ruben Simmons,Meet investment.,Folk,2015-05-03,248.0,16,88224044,English,Yes,Indie,Elizabeth Clayton MD,Meagan Buck,Emily Woodward
SP5320,Well build inside.,Jonathan Gibson,Treat.,Hip-Hop,2006-09-12,229.0,77,72923413,English,No,Warner Music,Christopher Lewis,Olivia Hansen,
SP5321,Several produce.,Madeline Roberts,Off.,Electronic,2019-11-12,199.0,32,43946762,English,No,Warner Music,Lauren Sharp,Vincent Klein,
SP5322,First but yourself may.,Heather Shepherd,Home security.,Pop,2003-10-14,235.0,16,10536197,Korean,Yes,Sony Music,Thomas Brown,Andrew Murray,
SP5323,Check.,David Garrison,Approach ability.,Electronic,2009-06-21,224.0,27,61854486,,No,Warner Music,Michael Knapp,Nicole Maxwell,Derrick Mckay
SP5324,Partner drug none.,Andrew Brown,Fire appear.,Pop,2006-05-14,386.0,48,28928058,English,Yes,Warner Music,Nicole Duncan,Robert Moore,
SP5325,Figure standard.,Wayne Collins,Guess.,Country,2000-10-05,212.0,39,75338336,English,No,Universal Music,Jacob Peters,Mike Jordan,
SP5326,National box quality.,Grant Dunn,That.,Electronic,2016-11-03,230.0,23,18981538,English,Yes,Def Jam,Joseph Raymond,Sarah Gordon,
SP5327,Attention around anything.,Mrs. Alyssa Pacheco,After.,Pop,2017-06-03,211.0,68,89214519,English,Yes,Sony Music,Jerry Hill,Patrick Mcconnell,Nicole Johnson
SP5328,Shake reflect strategy.,Margaret Johnson,Speech.,Pop,2016-03-21,255.0,16,91997895,English,No,Atlantic Records,Nicole Gutierrez,Brianna Cox,
SP5329,Entire hope modern year.,Gilbert Williams,Four.,Electronic,2005-11-30,216.0,1,21594159,English,Yes,Atlantic Records,Jeffrey Jackson,Ruben Gibson,
SP5330,Rule third firm.,Brittany Brown,In.,Folk,2007-07-14,208.0,2,47928092,Italian,Yes,Universal Music,Grant Sullivan,Alex Ross,
SP5331,Billion.,Sharon Weeks,Market worker.,Electronic,2002-05-12,196.0,39,13734678,English,Yes,Indie,Leslie Clark,Natasha Ray,
SP5332,Actually never career.,Heather Acevedo,Machine indeed.,Classical,1995-05-26,246.0,18,93752954,English,Yes,Indie,Derek Galvan,Deanna Medina,
SP5333,Brother strong.,Victoria Jones,It.,Pop,2012-04-13,241.0,78,27735058,English,No,Warner Music,Patrick Gray,Casey Wheeler,Sabrina Ward
SP5334,Analysis art.,Melanie Gibson,Agreement floor.,Electronic,2011-06-08,,85,80888641,English,No,Warner Music,Alexis Drake,David Martinez,
SP5335,Although various strong.,Beverly Peterson,Mr up.,Classical,2001-07-12,357.0,95,91470885,English,No,Def Jam,Crystal Johnson,Michelle Mahoney,
SP5336,Soon several.,Jackie Ortiz,Term young.,Electronic,2012-04-01,165.0,31,28383371,English,No,Warner Music,Kimberly Flynn,Cheryl Garcia,
SP5337,Determine school.,Lee Alexander,Form.,Country,2002-04-06,303.0,10,58053937,English,Yes,Sony Music,Megan Cooper,Scott Thomas,Joseph Smith
SP5338,Serious church summer.,Danielle Dickerson,Back campaign.,Country,2007-03-22,229.0,8,99213982,English,Yes,Universal Music,Melissa Trevino,Christine Brooks,Anthony Sutton
SP5339,Tell picture.,Dawn Jones,None.,Pop,2024-04-06,296.0,63,38684401,Spanish,No,Atlantic Records,Shelby Alvarado,Sara Cruz,
SP5340,Line then everyone.,Mr. Michael Perkins PhD,Way.,Electronic,2022-02-25,304.0,14,12946098,Italian,No,Warner Music,Nicole Clayton,Pamela Villarreal,
SP5341,Pass Republican include high.,Samuel Moore,Argue.,Country,2017-08-25,227.0,20,87427366,English,No,Universal Music,Margaret Johnson,James Figueroa DDS,
SP5342,Authority such.,Heidi Wells,Camera.,Reggae,2016-12-15,328.0,16,98954029,English,Yes,Atlantic Records,Christopher Carter,Christine Hopkins,Ashley Green
SP5343,Cut conference continue.,Tanya Schneider,Leader.,Hip-Hop,2010-08-08,,1,89366337,Italian,No,Indie,Maria Costa,Debra Mullins,Evan Adams
SP5344,Need.,Ashley Adams,Maintain education.,R&B,2000-06-24,244.0,70,84485537,English,No,Warner Music,Patrick Ayers,Wesley Davis,
SP5345,Take on.,Robert Martin,Join.,Hip-Hop,2017-10-04,123.0,38,47421457,English,Yes,Def Jam,Jessica Abbott,Susan Medina,
SP5346,Agreement operation.,April Meyers,Response program.,Country,2016-10-03,273.0,95,79403082,Italian,Yes,Atlantic Records,Tara Davis,Matthew Norman,
SP5347,Often develop.,Nicole Knox,Doctor newspaper.,Electronic,2022-02-24,249.0,55,48648675,English,Yes,Sony Music,Brianna Riddle,Christopher Martinez,
SP5348,Interview red first.,Caleb Sims,As.,Reggae,2011-03-24,240.0,74,51202850,English,Yes,Sony Music,Richard Curry,Kyle Daniel,
SP5349,Minute send.,David Evans,Fall.,Hip-Hop,2011-03-25,397.0,80,86909778,English,Yes,Def Jam,Julia Michael,Dan Mccoy,
SP5350,Student list possible.,Ralph Webb,Road same.,Pop,2009-04-29,251.0,89,33509262,English,No,Def Jam,Dr. Timothy Hickman,Marilyn Cunningham,Annette Martinez
SP5351,Whom country identify.,Robert Dixon,Small.,Pop,2012-06-12,361.0,53,40043562,Italian,No,Atlantic Records,Roberto Lee,Elizabeth Campbell,
SP5352,Myself.,Karen Sherman,Evidence system.,Pop,1995-11-01,301.0,91,2648416,English,No,Sony Music,Linda Williams,Michael Turner,Thomas Hood
SP5353,Skill value sort.,Elizabeth Garcia,Central.,Pop,2004-09-17,217.0,42,78531596,Korean,No,Atlantic Records,David Clements,Christina Gardner,
SP5354,Really movement.,Richard Thomas,War.,Pop,2023-08-04,217.0,70,72512922,English,No,Atlantic Records,Isaac Jones,Sean Saunders,
SP5355,Figure market general.,Jennifer Lewis,Several large.,Pop,2006-09-05,231.0,92,56646142,Spanish,No,Indie,Christy Ward,Andre Garner,
SP5356,At our national add.,Terri Walsh,Within kind.,Pop,2017-03-15,360.0,44,57319536,English,Yes,Warner Music,Erin Ortiz,Stephanie Carr,Natalie Ross
SP5357,Physical pass there.,Michael Griffin,Question.,Pop,1995-01-31,273.0,84,24738339,English,Yes,Sony Music,Kathy Hoffman,Marcus Middleton,
SP5358,Both cold.,Kristen Richmond,Add Mrs.,Hip-Hop,2012-01-01,249.0,99,8943288,English,Yes,Sony Music,Vanessa Anderson,Laura Pearson,
SP5359,That air.,Elizabeth Cook,Rise his.,Electronic,2003-04-18,234.0,20,95509889,English,Yes,Indie,Lori Brown,Jessica Palmer,
SP5360,Training character.,Gary Davies,Discover new.,Electronic,2004-05-24,262.0,80,15663369,German,No,Universal Music,Robert Hurst,Shawn Armstrong,
SP5361,Available several generation.,Andrea Rodriguez,Fire field.,Electronic,2000-01-31,280.0,29,29309778,English,No,Def Jam,Kevin Yang,April Perkins,Lisa Roberson
SP5362,Response check.,Evan Lewis,Thank ability.,Hip-Hop,2016-11-06,214.0,60,78993742,English,Yes,Universal Music,James Gregory,David Moore,Yolanda Carter
SP5363,Attorney.,Edward Weiss,Interest sense.,Electronic,2008-07-25,262.0,26,73045924,Spanish,No,Warner Music,Paul Rodriguez,Mrs. Elizabeth Miller MD,
SP5364,Baby quickly one.,Dr. James Weeks,Over quickly.,Pop,2000-07-30,,7,27690335,Japanese,No,Atlantic Records,Sarah Nolan,Sarah Taylor,
SP5365,Fight institution religious benefit.,Samuel Obrien,Most.,Pop,2019-05-16,289.0,65,59660063,English,No,Indie,Pamela Banks,Paula Hoffman,Rebecca Smith
SP5366,Build different word.,Andrew Smith,Study tend.,Electronic,2019-08-12,259.0,37,42744432,English,Yes,Sony Music,Phillip Farrell,Samuel Wilson,
SP5367,Onto show loss.,Robert Summers,Player.,Hip-Hop,2016-03-25,178.0,26,34561775,English,No,Warner Music,Daniel Yates,Joseph Spears,
SP5368,Like onto.,John Welch,Number.,Hip-Hop,2012-01-15,232.0,75,9895568,English,No,Universal Music,Jon Evans,Corey Fisher,
SP5369,Future election challenge.,Michael Rogers,Culture.,Country,2018-10-14,275.0,17,85829200,English,Yes,Sony Music,Ricardo Wilkins,Norma Torres DDS,
SP5370,Gun experience.,Ryan White,Religious toward.,Jazz,2004-05-26,157.0,19,8369833,Spanish,No,Universal Music,Robert Baldwin,Christopher Wolfe,
SP5371,Whom lay.,Robert Hardy,Someone factor.,Electronic,2012-07-02,154.0,84,49669153,Italian,No,Universal Music,Eric Santiago,Alex Sparks,
SP5372,Design do.,Kevin Castillo,These.,Hip-Hop,2014-07-11,324.0,11,34487728,English,Yes,Universal Music,Christina Williams,Erin Alvarado,
SP5373,Reality produce book.,Megan Bond,Another.,Classical,1999-03-04,266.0,21,19263628,English,Yes,Universal Music,Melissa Diaz,Andrew Johnson,
SP5374,May huge.,Carrie Carrillo,Recent.,Country,2006-05-30,233.0,95,59022498,English,No,Sony Music,James Payne,Jack Frye,
SP5375,Alone people.,Michelle Thornton,Agency newspaper.,Hip-Hop,2021-03-19,255.0,36,87613704,German,No,Atlantic Records,Richard Cohen,Timothy Richardson,
SP5376,Almost attention.,Cynthia Colon,Word amount.,Hip-Hop,2002-06-25,264.0,34,86462056,German,Yes,Atlantic Records,James Price,Autumn Malone,Patricia Rivera
SP5377,Spring less.,Mark Mueller,Offer.,Hip-Hop,2019-11-27,180.0,42,28231268,English,Yes,Def Jam,Jordan Wilson,Ronald Campbell,Lisa Taylor
SP5378,Put research.,Sarah Miller,Draw small.,Electronic,2019-09-02,,20,87823329,English,Yes,Warner Music,Michelle Wong,Kelsey Ward,Nathan Jones
SP5379,Wait tax court administration.,Bradley Hayes,Truth.,Reggae,1998-01-19,200.0,19,20611121,English,Yes,Sony Music,Elizabeth Davis,Lauren Torres,
SP5380,Value couple.,Jamie Woodard,Company.,Hip-Hop,2005-10-01,196.0,35,78149395,English,Yes,Atlantic Records,Matthew Morgan,John Silva,Kayla Hoover
SP5381,Hard watch.,Monica Foley,Become first.,Pop,2004-05-18,217.0,34,27862501,French,Yes,Atlantic Records,Penny Mack,Jocelyn Coleman,Richard Porter
SP5382,Visit course country.,William Bradshaw,Size Mrs.,Country,2008-09-15,274.0,38,47410942,English,Yes,Sony Music,Mr. Nathan Gray,Joseph Gallegos,
SP5383,Industry bag.,Tonya Pennington,Consumer leg.,Pop,2020-07-04,248.0,30,28397825,French,Yes,Atlantic Records,Mary Terrell,Joel Moore DVM,
SP5384,Might music.,Jean Day,School law.,Classical,2023-04-27,236.0,22,51137181,English,No,Atlantic Records,Frank Castillo,Tyler Lewis,
SP5385,Usually opportunity improve.,Antonio Santos,Future.,Electronic,2016-07-21,329.0,58,35012233,French,Yes,Indie,Teresa Snyder,Jennifer Spencer,
SP5386,Without challenge.,April Scott,Institution.,Pop,2010-10-24,293.0,47,81031598,English,No,Atlantic Records,Nicole Clark,Joshua Howard,Wanda Valdez
SP5387,Writer area.,Cheryl Bolton,Ask total.,Electronic,2001-02-06,230.0,99,15585791,English,No,Sony Music,Beverly Dunn,Derek Martinez,
SP5388,Certainly cultural also.,Elizabeth Stewart,Crime.,Pop,1995-07-01,265.0,76,24743777,French,Yes,Universal Music,Jesus Rogers,Dana Reyes,
SP5389,Around color information.,Ashley Murphy,I be.,Classical,2015-07-25,274.0,79,64272343,English,No,Sony Music,Olivia Payne,Kelly Saunders,
SP5390,Reduce argue particular pattern.,Amber Stewart,Everything.,Jazz,2019-09-17,206.0,72,8877897,English,Yes,Sony Music,Melissa Hatfield,Linda Wright,Sierra Lewis
SP5391,East poor marriage.,Joshua Willis,Research.,Electronic,2017-11-24,,64,63029844,English,Yes,Indie,Catherine Wheeler DDS,Diane Cummings,
SP5392,Seven produce get.,Erik Miller,Most.,Electronic,2011-12-26,213.0,67,88414462,English,No,Indie,Andrew Garrett,James Donaldson,
SP5393,Involve let likely.,Julia Thornton,Physical next.,Hip-Hop,2012-10-20,266.0,72,99046498,Italian,Yes,Sony Music,Linda Shepherd,Brittany Bond,Cathy Smith
SP5394,Teacher suffer price.,Jeffery Garrett,Song many.,Reggae,1996-12-27,276.0,23,89570726,Spanish,Yes,Universal Music,Katie Smith,Amber Conrad,Tamara Harrison
SP5395,Rather lose return.,Stacy Jackson,Prove old.,Hip-Hop,1999-12-10,289.0,25,26929838,Spanish,No,Indie,Ashley Brown,Connie Mitchell,
SP5396,Improve however executive.,Dr. Shelby Fernandez,Leg.,Electronic,2013-11-23,291.0,29,6313751,English,Yes,Sony Music,Rita Hernandez,Corey Thomas,Samantha Ross
SP5397,Current life interview.,Christopher White,Budget prove.,Pop,2004-03-15,209.0,22,90090273,Japanese,Yes,Warner Music,David Morse,Samantha Dickerson,
SP5398,Face sort fish.,Brian Travis,Tree support.,R&B,2024-02-09,254.0,9,30832518,Spanish,Yes,Indie,Rebekah Paul,Alan Kaufman,
SP5399,Far relationship.,Teresa Douglas,Simply resource.,Hip-Hop,2004-04-25,276.0,15,982728,Spanish,Yes,Def Jam,Tiffany Anderson,Shelby Joseph,
SP5400,Mouth knowledge.,Matthew Rogers,Election deep.,Hip-Hop,2020-03-21,149.0,17,51213106,English,Yes,Universal Music,Kelsey Rodriguez,Patricia Carroll,
SP5401,Nation common.,Maxwell Foster,Tend.,Pop,2012-04-12,209.0,61,78329590,,No,Def Jam,Samantha Gillespie,Gabriel Bailey,
SP5402,Professional.,Jacob Davis,News.,Pop,2012-12-31,169.0,30,84249947,English,No,Sony Music,Lindsay Hatfield,Andrew Suarez,
SP5403,Feel pay.,Jose Hernandez,Process always.,Pop,2015-02-07,312.0,41,60665523,English,Yes,Def Jam,Justin Clark,Yvonne Rivers,
SP5404,Though notice her across.,Samuel Miller,Least.,Jazz,2012-03-13,194.0,21,49798628,English,No,Indie,John Weaver,Amy Reyes,Brenda Nunez
SP5405,Ready worry.,Charles Hall,Bill lay.,Electronic,2008-06-10,256.0,1,12269468,English,Yes,Warner Music,Kevin Smith,Eduardo Rojas,
SP5406,Eight feeling.,Brian Allen,Fight.,Electronic,2003-10-14,258.0,38,45923828,English,No,Def Jam,Amanda Smith,Matthew Torres,Sheena Mcmillan
SP5407,Agent true.,Cathy Rodriguez,After.,Hip-Hop,1998-01-30,219.0,68,58115052,English,Yes,Def Jam,Brent Johnson,David Matthews,
SP5408,Visit.,Jeffrey Allison,Organization usually.,Pop,2018-06-20,197.0,64,26692526,English,Yes,Warner Music,Michael Cohen,Ronnie Guerrero,Laura West
SP5409,Certainly build enter.,Gregory Wilson,Girl energy.,Pop,2009-04-04,274.0,39,15328988,English,Yes,Def Jam,Ashley Atkins,Jeffrey Jones,
SP5410,Build side.,Frank Johnson,Out indicate.,Pop,1999-09-26,305.0,22,11437524,English,No,Universal Music,Brandy Lee,Sarah Rodriguez,Andrew Miller
SP5411,House policy.,Willie Hopkins,Seem.,Pop,2014-12-25,130.0,37,98264358,English,No,Universal Music,Heather Mack,Laura Mitchell,Elizabeth Oliver
SP5412,Meet tell.,James Jones,Ten trade.,Pop,2019-08-17,231.0,70,71938419,English,Yes,Sony Music,Alexandria Hardy,Amanda Brock,Sara Roberts
SP5413,Culture attention everyone.,Donald Esparza,Any us.,Hip-Hop,2000-05-18,,76,2044499,English,No,Warner Music,Juan Patrick,Katherine Ellis,
SP5414,Stop with.,Christopher Rivas,Religious gas.,Jazz,2024-08-01,241.0,91,13933015,Spanish,No,Sony Music,Hannah Mcgrath,Karen Owen,
SP5415,Body near anyone.,Paul Graham,World.,Country,2021-04-11,294.0,80,10528030,English,No,Universal Music,Paul Sullivan,Julie Wright,
SP5416,Together before human.,Jeremy Tanner,Situation.,Country,2022-11-25,,3,82346384,English,Yes,Indie,Alan Clark,Jessica Burns,
SP5417,Central history check.,Connor Monroe,Election.,Classical,2002-12-11,239.0,37,27750657,English,Yes,Universal Music,Jason Obrien,Paula Kim,Rebecca Miller DVM
SP5418,Past anyone.,Maria Wilson,Stand.,Classical,1995-04-29,197.0,69,99007817,Korean,Yes,Universal Music,Danny Morgan,Bradley Bullock,
SP5419,Once foreign produce.,Frank Moore,Window late.,Classical,2004-03-16,270.0,43,75079471,English,Yes,Indie,Katherine Brown,Steve Hunt,
SP5420,Hear loss.,Wendy Snyder,A believe.,Pop,2021-02-01,,61,15779741,English,No,Warner Music,Julie Thompson,Michael Ellis,
SP5421,Up long generation owner.,Brandon Everett,Science.,Hip-Hop,2014-04-26,227.0,29,73344698,English,Yes,Sony Music,Danielle Giles,Rachel Sanchez,
SP5422,Evidence discuss government.,Victor Rodriguez,Feeling watch.,Hip-Hop,2024-07-14,267.0,8,22961078,English,Yes,Def Jam,Angela Townsend,Luis Young,Jason Olson
SP5423,Them debate near.,Jim Ross,Senior idea.,Pop,2014-01-18,284.0,4,2197743,English,Yes,Warner Music,Todd Jones,Raymond Meyers,Jeffery Trevino
SP5424,Pick institution evidence.,Jennifer Schwartz,Last behavior.,Pop,2018-08-21,160.0,91,22425292,English,Yes,Indie,James Bowen,Alyssa Jennings,
SP5425,Machine treat rock.,John Rasmussen,Entire price.,Reggae,2011-02-12,280.0,37,93863368,English,Yes,Atlantic Records,Alicia Garrison,Alexander Russo,
SP5426,Base travel.,Pamela Preston,Tonight.,Jazz,2020-02-13,,55,14991379,Korean,No,Atlantic Records,Fernando Perez,Tina Nash,
SP5427,Over pass.,Jason Brown,Air.,Electronic,2013-03-17,162.0,79,55557661,English,Yes,Indie,Mrs. Elizabeth Walton,Kristy Le,John Payne
SP5428,Matter.,Whitney Nelson,He.,Hip-Hop,2022-02-18,269.0,27,79902301,English,Yes,Universal Music,Jeremy Smith,Peter Thomas,
SP5429,Major ask.,Katrina Wang,Find.,Folk,2007-01-08,124.0,60,18263282,English,No,Def Jam,Matthew Baker,Ryan Mason,Jordan Washington
SP5430,Minute also.,Matthew Andrews,Treatment.,Pop,2011-06-21,232.0,79,67236185,English,No,Universal Music,Emily Green,Jacob Goodman,
SP5431,Debate food recognize I.,Patricia Henry,Hospital.,Pop,2009-06-29,184.0,23,76237942,Italian,Yes,Atlantic Records,Miranda Jensen,Matthew Young,
SP5432,Man follow financial.,Christopher Cummings,Fund effort.,Electronic,1996-06-26,,12,95479839,Korean,Yes,Def Jam,Douglas Strickland,Jeffrey Clarke,
SP5433,Whole born half himself.,Stephanie Dean,Third data.,Pop,2005-12-09,133.0,93,94009036,English,Yes,Atlantic Records,Jack Schmidt,James Beard,
SP5434,Now wait.,Michael Cruz MD,Travel gas.,Pop,1995-01-12,268.0,97,6069246,English,Yes,Warner Music,Manuel Wright,Sherry Pitts,Melissa Hayes
SP5435,Still spend.,Stephanie Houston,Part decide.,Pop,2006-04-21,,14,96457157,English,Yes,Sony Music,Courtney Chang,Christine Glass,Trevor Munoz
SP5436,Address conference success.,Joanna Morales,Well.,Electronic,2004-05-07,217.0,42,72882393,Spanish,Yes,Def Jam,Caitlyn Le,Patricia Garcia,
SP5437,Seven hard.,Kathryn Johnston,Indicate thought.,Electronic,1997-02-25,219.0,46,64025250,Spanish,Yes,Warner Music,Veronica Mathews,Jerry Armstrong,Kelly Richards
SP5438,Live arrive.,Amanda Williams,Area.,Electronic,1995-11-26,217.0,3,22060099,English,Yes,Universal Music,John Petersen,Kimberly Horn,
SP5439,Individual.,Andrew Parker,Truth.,Hip-Hop,2005-03-10,299.0,44,1108888,Italian,Yes,Atlantic Records,Jason Mcdonald,Carol Martin,
SP5440,Finish force form.,Christopher Mitchell,Art.,Electronic,2016-05-09,196.0,46,86269120,English,No,Warner Music,Benjamin King,Mark Valencia,
SP5441,Bag everything compare.,Erica Glover,Population approach.,Electronic,2016-04-04,320.0,77,62976379,English,No,Indie,Sara Lowe,Clifford Cunningham,
SP5442,Discuss address.,Tyler Lozano,Cell deal.,Electronic,2008-07-04,117.0,77,83166433,,No,Def Jam,Susan Doyle,James Becker,
SP5443,Cup according.,James Oliver DVM,Tough police.,Electronic,1997-06-06,178.0,96,34390109,French,No,Warner Music,Stephen Weiss,Gary Smith,
SP5444,Operation let.,Jonathan Ramsey,Ability.,Electronic,1997-09-11,264.0,42,57659154,Spanish,No,Indie,Cody Vazquez,Megan Dunn,
SP5445,Bad stay.,Zachary Johnson,Thank money.,Electronic,2002-10-16,241.0,45,94528807,French,No,Universal Music,Jillian Martinez,Jonathon Weber,Jackie Reyes
SP5446,Husband reach remember sometimes.,Laura Nelson,Indicate civil.,Electronic,1995-07-06,,56,97496428,,No,Universal Music,Stephen Lane,David Johnson,Jimmy Wolf
SP5447,Say eye.,Jessica Wilson,Late perform.,Jazz,2005-01-11,230.0,20,14651482,English,Yes,Universal Music,Thomas Elliott,Lori Foster,William Best
SP5448,A bill.,Lindsey Burns,Better.,Pop,2022-01-08,243.0,43,73211285,English,Yes,Universal Music,Paul Evans,Russell Brown,Denise Davis
SP5449,Skill effect.,Tonya Salas,Money.,R&B,1997-11-26,237.0,12,36148402,English,No,Def Jam,John Morgan,Samantha Griffith,
SP5450,Cover appear.,Kelly Palmer,Increase.,Pop,2021-05-24,218.0,82,94965662,English,No,Atlantic Records,Charles Martinez,Stephanie Johnson,
SP5451,Night buy eat.,David Taylor,Great.,Hip-Hop,2011-04-03,249.0,34,12455971,English,Yes,Indie,Julie Austin,Lauren Martinez,
SP5452,Listen for decide.,Megan Li,Sort significant.,Hip-Hop,2014-08-10,196.0,81,22701825,German,Yes,Atlantic Records,John Schmidt,Heather Adkins,Wesley Wright
SP5453,Test foot movement.,Cheyenne Garcia,Far water.,Pop,1996-06-19,233.0,76,83060822,English,No,Sony Music,Dominic Russo,Justin Williams,
SP5454,Somebody not front.,James Sanchez,Nothing.,R&B,1995-02-04,250.0,74,39602514,French,No,Atlantic Records,Kenneth Dean,Marilyn Young,
SP5455,Nice agent war or.,Mary Carpenter,Actually.,Pop,1999-12-25,159.0,37,32321477,English,Yes,Atlantic Records,Dr. Wendy Lambert,Rachel Vasquez,
SP5456,Fight wind learn.,Penny Watson,Yes capital.,Hip-Hop,2013-12-09,289.0,48,43712349,English,No,Sony Music,Samantha Davis,Jacob Peterson,
SP5457,Issue ok.,Crystal Lopez,Ahead style.,R&B,2003-02-22,236.0,42,41997732,English,No,Atlantic Records,William Boone,Jose Bryan,
SP5458,Move huge give.,John Anderson,Statement still.,Pop,2020-05-30,200.0,69,8317934,English,Yes,Indie,James Cruz,Angela Thomas,
SP5459,Since near.,Carlos Rogers,Employee method.,Electronic,2021-12-04,272.0,51,75126753,German,No,Sony Music,Brent Smith,Brandon Andrews,
SP5460,Bed hour.,Kathryn Avila,Though.,Pop,2001-09-28,190.0,86,81527996,English,No,Warner Music,Nathan Ballard,Anna Williams,
SP5461,Company recognize.,Corey Johnson,Baby.,Pop,2017-06-02,202.0,59,93755511,,Yes,Universal Music,Gabriel Jones,Christina Wells,
SP5462,Realize population.,Robert Hill,Walk.,Electronic,2001-09-30,173.0,72,65544124,French,No,Atlantic Records,David Walker,Erin Soto,
SP5463,Job conference.,Ashley Lopez,None heart.,Hip-Hop,2007-08-08,205.0,62,10411269,English,Yes,Def Jam,Kelsey Welch,Brian Powell,
SP5464,Strategy unit specific.,Lisa Hill,Cultural.,Electronic,2012-07-31,225.0,37,76088765,Korean,Yes,Universal Music,Tiffany Wagner,Carla Castillo,
SP5465,Picture social.,Brittney Graham,Ready.,Electronic,1995-12-04,274.0,35,64153373,German,No,Def Jam,Frank Glover,Patrick Leonard,
SP5466,Base.,Cassandra Williams,Throughout phone.,Pop,2012-07-04,276.0,15,82197032,English,Yes,Universal Music,Alexandra Casey,Calvin Dorsey,
SP5467,Paper carry.,Timothy Robinson,Detail.,Hip-Hop,2003-06-15,311.0,3,44557588,French,Yes,Def Jam,Christian Williams,Erica Whitaker,
SP5468,Next include relationship.,Rebecca Shepard,Point read.,Country,2007-05-31,261.0,77,51771317,English,No,Atlantic Records,Eric Williams,Steven Hopkins,Mitchell Friedman
SP5469,Finish film election.,Reginald Graves,School night.,Pop,2023-02-05,263.0,56,6623285,English,Yes,Universal Music,Cassandra Charles,Susan Miller,
SP5470,General effort.,Tracey Collier,Dark.,Hip-Hop,2023-07-21,214.0,68,34501046,English,Yes,Indie,Megan Griffith,Dale Johnson,
SP5471,Professional address yet.,Tara Glass,Dinner.,Country,2023-09-05,130.0,43,24828083,Italian,No,Universal Music,Rebecca Gardner,Austin Howard,
SP5472,Business fine class.,Amy Mcbride,Parent identify.,Electronic,2022-08-10,275.0,47,78219375,English,Yes,Atlantic Records,Anthony Lee,Aaron Williams,Melissa Hughes
SP5473,List large turn then.,Denise Jordan,Art.,Hip-Hop,1994-12-10,221.0,89,7253028,English,Yes,Def Jam,Nathan Miller,Margaret Moore,Jeremy Martin
SP5474,Goal radio.,Johnny Johnston,Fine all.,Hip-Hop,2012-06-11,180.0,82,92404638,English,No,Def Jam,Dalton Henry,Cathy Williams,
